,Date/Time,AIR LOOP DEMAND SIDE INLET 1:System Node Temperature [C](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Current Density Volume Flow Rate [m3/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Temperature [C](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly)
8251, 12/10  20:00:00,11.555763580778502,18.9442075938461,0.0030978024873828,15.870976895310683,15.463730395696418,11.555763580778502,18.9442075938461,0.0030978024873828,15.870976895310683
8252, 12/10  21:00:00,11.353872890440185,18.9442075938461,0.0031285112568126,15.870976895310683,15.45352413108085,11.353872890440185,18.9442075938461,0.0031285112568126,15.870976895310683
8253, 12/10  22:00:00,11.472249211506616,18.9442075938461,0.0031256728766539,15.870976895310683,15.459883839989974,11.472249211506616,18.9442075938461,0.0031256728766539,15.870976895310683
8254, 12/10  23:00:00,11.322691639368777,18.9442075938461,0.0030996683083911,15.870976895310683,15.45111769935432,11.322691639368777,18.9442075938461,0.0030996683083911,15.870976895310683
8255, 12/10  24:00:00,11.088483009818228,18.9442075938461,0.0030815009292027,15.870976895310683,15.437947769380262,11.088483009818228,18.9442075938461,0.0030815009292027,15.870976895310683
8256, 12/11  01:00:00,10.937004380020989,18.9442075938461,0.0030866978715355,15.870976895310683,15.42984873990109,10.937004380020989,18.9442075938461,0.0030866978715355,15.870976895310683
8257, 12/11  02:00:00,10.724341805789727,18.9442075938461,0.003083478050449,15.870976895310683,15.418218806879771,10.724341805789727,18.9442075938461,0.003083478050449,15.870976895310683
8258, 12/11  03:00:00,10.537459273445972,18.9442075938461,0.0030854261623136,15.870976895310683,15.408116568785127,10.537459273445972,18.9442075938461,0.0030854261623136,15.870976895310683
8259, 12/11  04:00:00,10.353021392735718,18.9442075938461,0.0030861795627942,15.870976895310683,15.398117630338083,10.353021392735718,18.9442075938461,0.0030861795627942,15.870976895310683
8260, 12/11  05:00:00,10.15261012550452,18.9442075938461,0.0030819972099194,15.870976895310683,15.387129588498384,10.15261012550452,18.9442075938461,0.0030819972099194,15.870976895310683
8261, 12/11  06:00:00,9.945703296716188,18.9442075938461,0.0030694736468935,15.870976895310683,15.375583717697932,9.945703296716188,18.9442075938461,0.0030694736468935,15.870976895310683
8262, 12/11  07:00:00,10.031893229781703,18.9442075938461,0.0030746918498465,15.870976895310683,15.380393417555512,10.031893229781703,18.9442075938461,0.0030746918498465,15.870976895310683
8263, 12/11  08:00:00,10.4449359551613,18.9442075938461,0.0031043302396032,15.870976895310683,15.40355721404051,10.4449359551613,18.9442075938461,0.0031043302396032,15.870976895310683
8264, 12/11  09:00:00,11.969555535737056,18.9442075938461,0.0032775908872922,15.870976895310683,15.479119667609249,11.969555535737056,18.9442075938461,0.0032775908872922,15.870976895310683
8265, 12/11  10:00:00,13.05067025868556,18.9442075938461,0.0035760349749904,15.870976895310683,15.529804183038385,13.05067025868556,18.9442075938461,0.0035760349749904,15.870976895310683
8266, 12/11  11:00:00,13.846019067303185,18.9442075938461,0.0038121777411729,15.870976895310683,15.574977477158177,13.846019067303185,18.9442075938461,0.0038121777411729,15.870976895310683
8267, 12/11  12:00:00,13.77405685152766,18.9442075938461,0.0038101961559024,15.870976895310688,15.582616285781963,13.77405685152766,18.9442075938461,0.0038101961559024,15.870976895310688
8268, 12/11  13:00:00,13.954375987324651,18.9442075938461,0.0038246012726856,15.870976895310683,15.596639007824155,13.954375987324651,18.9442075938461,0.0038246012726856,15.870976895310683
